 Af_id:109,Af_nev:Judit Ház,Af_orszag:1,Af_telepules:952,Foto_id:1044,Af_varosNev:Hajdúszoboszló,
Af_id:109,Af_nev:Judit Ház,Af_orszag:1,Af_telepules:952,Foto_id:1043,Af_varosNev:Hajdúszoboszló,
Af_id:109,Af_nev:Judit Ház,Af_orszag:1,Af_telepules:952,Foto_id:1042,Af_varosNev:Hajdúszoboszló,
Af_id:109,Af_nev:Judit Ház,Af_orszag:1,Af_telepules:952,Foto_id:1041,Af_varosNev:Hajdúszoboszló,
Af_id:109,Af_nev:Judit Ház,Af_orszag:1,Af_telepules:952,Foto_id:1040,Af_varosNev:Hajdúszoboszló,
Af_id:110,Af_nev:Emese Apartman,Af_orszag:1,Af_telepules:952,Foto_id:1039,Af_varosNev:Hajdúszoboszló,
Af_id:110,Af_nev:Emese Apartman,Af_orszag:1,Af_telepules:952,Foto_id:1038,Af_varosNev:Hajdúszoboszló,
Af_id:4,Af_nev:Járja Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:18,Af_varosNev:Hajdúszoboszló,
Af_id:4,Af_nev:Járja Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:19,Af_varosNev:Hajdúszoboszló,
Af_id:4,Af_nev:Járja Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:20,Af_varosNev:Hajdúszoboszló,
Af_id:4,Af_nev:Járja Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:22,Af_varosNev:Hajdúszoboszló,
Af_id:4,Af_nev:Járja Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:23,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:24,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:25,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:26,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:27,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:28,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:29,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:30,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:31,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:32,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:33,Af_varosNev:Hajdúszoboszló,
Af_id:3,Af_nev:Airport Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:34,Af_varosNev:Hajdúszoboszló,
Af_id:3,Af_nev:Airport Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:35,Af_varosNev:Hajdúszoboszló,
Af_id:3,Af_nev:Airport Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:36,Af_varosNev:Hajdúszoboszló,
Af_id:3,Af_nev:Airport Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:37,Af_varosNev:Hajdúszoboszló,
Af_id:3,Af_nev:Airport Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:38,Af_varosNev:Hajdúszoboszló,
Af_id:3,Af_nev:Airport Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:39,Af_varosNev:Hajdúszoboszló,
Af_id:3,Af_nev:Airport Panzió***,Af_orszag:1,Af_telepules:952,Foto_id:40,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:41,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:42,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:43,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:44,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:45,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:46,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:47,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:48,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:49,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:50,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:51,Af_varosNev:Hajdúszoboszló,
Af_id:6,Af_nev:Hotel Napsugár***,Af_orszag:1,Af_telepules:952,Foto_id:52,Af_varosNev:Hajdúszoboszló,
Af_id:11,Af_nev:Csomád Panzió**,Af_orszag:2,Af_telepules:3476,Foto_id:77,Af_varosNev:Baile Tusnad,
Af_id:11,Af_nev:Csomád Panzió**,Af_orszag:2,Af_telepules:3476,Foto_id:78,Af_varosNev:Baile Tusnad,
Af_id:11,Af_nev:Csomád Panzió**,Af_orszag:2,Af_telepules:3476,Foto_id:79,Af_varosNev:Baile Tusnad,
Af_id:11,Af_nev:Csomád Panzió**,Af_orszag:2,Af_telepules:3476,Foto_id:80,Af_varosNev:Baile Tusnad,
Af_id:149,Af_nev:Corvus Hotel Bük***,Af_orszag:1,Af_telepules:400,Foto_id:1430,Af_varosNev:Bük,
Af_id:149,Af_nev:Corvus Hotel Bük***,Af_orszag:1,Af_telepules:400,Foto_id:1429,Af_varosNev:Bük,
Af_id:149,Af_nev:Corvus Hotel Bük***,Af_orszag:1,Af_telepules:400,Foto_id:1428,Af_varosNev:Bük,
Af_id:149,Af_nev:Corvus Hotel Bük***,Af_orszag:1,Af_telepules:400,Foto_id:1427,Af_varosNev:Bük,
Af_id:149,Af_nev:Corvus Hotel Bük***,Af_orszag:1,Af_telepules:400,Foto_id:1426,Af_varosNev:Bük,
Af_id:149,Af_nev:Corvus Hotel Bük***,Af_orszag:1,Af_telepules:400,Foto_id:1425,Af_varosNev:Bük,
Af_id:149,Af_nev:Corvus Hotel Bük***,Af_orszag:1,Af_telepules:400,Foto_id:1424,Af_varosNev:Bük,
Af_id:148,Af_nev:Wolf Hotel és Panzió,Af_orszag:1,Af_telepules:2381,Foto_id:1423,Af_varosNev:Sárvár,
Af_id:89,Af_nev:Hotel Caramell**** Bükfürdo,Af_orszag:1,Af_telepules:400,Foto_id:1021,Af_varosNev:Bük,
